#Device;HMC8015
#Device Name;COFFEE
#Format;LOG
#Date;2029-09-15
#Version;01.400-02.430-03.730
#Serial No.;033820106
 #Mode;Unlimited
#Logging Interval[s];1.000
#Specified Logging Count;-----
#Specified Logging Time[s];-----
 #Start Time;12:52:51
#Stop Time;13:54:06
 #Actual Count;3676        
 URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
233.98;70.42E-03;7.198;50.003;300;200E-03;16.476;14.821;0.437;3.22;13:22:37.000
233.98;63.79E-03;6.370;50.006;300;200E-03;14.926;13.499;0.427;3.25;13:22:38.000
234.02;64.54E-03;6.400;50.000;300;200E-03;15.104;13.681;0.424;3.23;13:22:39.000
233.90;65.45E-03;6.506;50.010;300;200E-03;15.309;13.858;0.425;3.25;13:22:40.000
234.14;64.89E-03;6.406;50.007;300;200E-03;15.194;13.778;0.422;3.21;13:22:41.000
234.10;68.52E-03;6.947;50.011;300;200E-03;16.041;14.459;0.433;3.24;13:22:42.000
234.05;64.38E-03;6.372;50.011;300;200E-03;15.069;13.655;0.423;3.29;13:22:43.000
234.08;65.81E-03;6.644;50.011;300;200E-03;15.404;13.897;0.431;3.27;13:22:44.000
233.88;60.92E-03;6.024;50.007;300;200E-03;14.248;12.912;0.423;3.31;13:22:45.000
233.92;62.09E-03;6.036;50.013;300;200E-03;14.524;13.211;0.416;3.27;13:22:46.000
233.90;61.83E-03;6.121;50.010;300;200E-03;14.462;13.102;0.423;3.31;13:22:47.000
233.98;71.34E-03;7.324;50.018;300;200E-03;16.692;14.999;0.439;3.26;13:22:48.000
233.90;66.09E-03;6.650;50.012;300;200E-03;15.459;13.955;0.430;3.30;13:22:49.000
233.93;64.76E-03;6.390;50.016;300;200E-03;15.150;13.737;0.422;3.25;13:22:50.000
233.98;67.41E-03;6.797;50.015;300;200E-03;15.772;14.232;0.431;3.24;13:22:51.000
234.12;65.64E-03;6.577;50.016;300;200E-03;15.367;13.889;0.428;3.27;13:22:52.000
234.03;61.76E-03;6.099;50.018;300;200E-03;14.453;13.103;0.422;3.26;13:22:53.000
233.97;64.40E-03;6.407;50.019;300;200E-03;15.067;13.637;0.425;3.26;13:22:54.000
234.00;61.38E-03;6.088;50.015;300;200E-03;14.363;13.009;0.424;3.29;13:22:55.000
233.99;61.75E-03;6.099;50.010;300;200E-03;14.449;13.099;0.422;3.25;13:22:56.000
233.88;61.55E-03;6.103;50.007;300;200E-03;14.394;13.037;0.424;3.24;13:22:57.000
234.02;67.01E-03;6.774;50.008;300;200E-03;15.682;14.143;0.432;3.27;13:22:58.000
234.00;62.52E-03;6.149;50.000;300;200E-03;14.629;13.274;0.420;3.21;13:22:59.000
234.01;60.85E-03;5.997;50.008;300;200E-03;14.238;12.914;0.421;3.23;13:23:00.000
233.85;61.76E-03;6.060;50.000;300;200E-03;14.443;13.110;0.420;3.24;13:23:01.000
233.99;64.86E-03;6.396;49.999;300;200E-03;15.177;13.763;0.421;3.20;13:23:02.000
234.05;64.49E-03;6.440;50.000;300;200E-03;15.094;13.652;0.427;3.20;13:23:03.000
233.94;62.48E-03;6.105;49.996;300;200E-03;14.617;13.282;0.418;3.24;13:23:04.000
233.74;61.34E-03;6.086;49.999;300;200E-03;14.339;12.983;0.424;3.23;13:23:05.000
233.89;58.77E-03;5.743;50.000;300;200E-03;13.746;12.489;0.418;3.24;13:23:06.000
233.95;62.06E-03;6.068;50.000;300;200E-03;14.518;13.189;0.418;3.22;13:23:07.000
233.76;62.26E-03;6.066;49.996;300;200E-03;14.554;13.230;0.417;3.20;13:23:08.000
233.87;66.79E-03;6.680;49.996;300;200E-03;15.620;14.119;0.428;3.19;13:23:09.000
233.94;61.97E-03;6.131;49.995;300;200E-03;14.497;13.136;0.423;3.21;13:23:10.000
233.92;66.65E-03;6.694;49.988;300;200E-03;15.591;14.081;0.429;3.24;13:23:11.000
233.89;67.95E-03;6.881;49.991;300;200E-03;15.893;14.326;0.433;3.25;13:23:12.000
233.98;63.76E-03;6.364;49.989;300;200E-03;14.919;13.494;0.427;3.24;13:23:13.000
234.00;60.80E-03;6.009;49.988;300;200E-03;14.228;12.897;0.422;3.24;13:23:14.000
234.00;67.92E-03;6.870;49.989;300;200E-03;15.893;14.331;0.432;3.21;13:23:15.000
234.12;67.19E-03;6.614;49.987;300;200E-03;15.731;14.273;0.420;3.21;13:23:16.000
234.04;62.28E-03;6.054;49.987;300;200E-03;14.576;13.260;0.415;3.21;13:23:17.000
234.14;63.56E-03;6.226;49.986;300;200E-03;14.883;13.518;0.418;3.24;13:23:18.000
233.98;67.23E-03;6.720;49.987;300;200E-03;15.731;14.223;0.427;3.26;13:23:19.000
233.99;65.55E-03;6.542;49.989;300;200E-03;15.337;13.872;0.427;3.23;13:23:20.000
233.92;66.15E-03;6.528;49.989;300;200E-03;15.473;14.029;0.422;3.22;13:23:21.000
234.08;68.63E-03;6.811;49.986;300;200E-03;16.066;14.550;0.424;3.25;13:23:22.000
233.96;64.28E-03;6.335;49.990;300;200E-03;15.038;13.639;0.421;3.21;13:23:23.000
233.94;68.65E-03;6.827;49.993;300;200E-03;16.060;14.537;0.425;3.22;13:23:24.000
233.92;63.90E-03;6.258;49.992;300;200E-03;14.948;13.575;0.419;3.26;13:23:25.000
233.98;68.18E-03;6.782;49.989;300;200E-03;15.952;14.438;0.425;3.24;13:23:26.000
233.94;66.12E-03;6.518;49.994;300;200E-03;15.467;14.027;0.421;3.24;13:23:27.000
234.02;61.85E-03;6.081;49.992;300;200E-03;14.473;13.133;0.420;3.25;13:23:28.000
233.70;62.05E-03;6.061;49.998;300;200E-03;14.500;13.173;0.418;3.27;13:23:29.000
233.89;69.64E-03;6.889;49.999;300;200E-03;16.288;14.759;0.423;3.28;13:23:30.000
233.84;68.79E-03;6.862;50.000;300;200E-03;16.085;14.548;0.427;3.22;13:23:31.000
234.07;62.62E-03;6.081;49.998;300;200E-03;14.657;13.336;0.415;3.17;13:23:32.000
234.05;61.30E-03;5.940;50.000;300;200E-03;14.348;13.061;0.414;3.19;13:23:33.000
233.94;60.86E-03;5.894;50.002;300;200E-03;14.238;12.961;0.414;3.18;13:23:34.000
233.94;62.91E-03;6.073;50.004;300;200E-03;14.718;13.407;0.413;3.17;13:23:35.000
234.04;71.07E-03;7.153;50.006;300;200E-03;16.632;15.015;0.430;3.16;13:23:36.000
233.94;70.43E-03;6.988;50.012;300;200E-03;16.476;14.921;0.424;3.19;13:23:37.000
233.80;65.30E-03;6.381;50.015;300;200E-03;15.266;13.869;0.418;3.19;13:23:38.000
233.93;66.39E-03;6.568;50.012;300;200E-03;15.531;14.073;0.423;3.20;13:23:39.000
233.90;64.55E-03;6.419;50.017;300;200E-03;15.098;13.665;0.425;3.22;13:23:40.000
233.98;65.76E-03;6.461;50.011;300;200E-03;15.386;13.964;0.420;3.23;13:23:41.000
233.99;67.55E-03;6.711;50.015;300;200E-03;15.807;14.311;0.425;3.24;13:23:42.000
233.91;67.04E-03;6.633;50.014;300;200E-03;15.680;14.209;0.423;3.25;13:23:43.000
234.04;63.36E-03;6.147;50.013;300;200E-03;14.829;13.495;0.414;3.25;13:23:44.000
234.00;68.00E-03;6.710;50.013;300;200E-03;15.912;14.428;0.422;3.27;13:23:45.000
234.03;68.77E-03;6.894;50.017;300;200E-03;16.093;14.541;0.428;3.27;13:23:46.000
233.86;61.94E-03;6.025;50.012;300;200E-03;14.486;13.174;0.416;3.24;13:23:47.000
233.88;62.89E-03;6.102;50.013;300;200E-03;14.708;13.383;0.415;3.26;13:23:48.000
234.03;62.63E-03;6.102;50.012;300;200E-03;14.657;13.327;0.416;3.28;13:23:49.000
234.08;64.74E-03;6.382;50.009;300;200E-03;15.154;13.745;0.421;3.27;13:23:50.000
233.94;68.36E-03;6.868;50.010;300;200E-03;15.992;14.442;0.429;3.24;13:23:51.000
234.03;65.80E-03;6.488;50.011;300;200E-03;15.400;13.967;0.421;3.28;13:23:52.000
234.03;58.67E-03;5.625;50.012;300;200E-03;13.731;12.526;0.410;3.26;13:23:53.000
233.85;61.74E-03;5.974;50.004;300;200E-03;14.437;13.144;0.414;3.25;13:23:54.000
233.98;67.36E-03;6.669;50.011;300;200E-03;15.761;14.281;0.423;3.26;13:23:55.000
234.06;63.13E-03;6.059;50.009;300;200E-03;14.777;13.478;0.410;3.27;13:23:56.000
234.04;62.15E-03;6.057;50.009;300;200E-03;14.546;13.225;0.416;3.26;13:23:57.000
233.89;68.80E-03;6.900;50.001;300;200E-03;16.093;14.538;0.429;3.33;13:23:58.000
233.97;62.31E-03;6.077;50.007;300;200E-03;14.580;13.253;0.417;3.28;13:23:59.000
233.97;68.39E-03;6.826;50.011;300;200E-03;16.002;14.473;0.427;3.26;13:24:00.000
233.96;68.09E-03;6.598;50.004;300;200E-03;15.929;14.498;0.414;3.27;13:24:01.000
233.96;63.67E-03;6.280;50.007;300;200E-03;14.895;13.507;0.422;3.26;13:24:02.000
233.91;69.16E-03;6.897;50.001;300;200E-03;16.177;14.634;0.426;3.24;13:24:03.000
234.06;66.25E-03;6.575;50.004;300;200E-03;15.506;14.043;0.424;3.24;13:24:04.000
234.01;64.46E-03;6.286;50.003;300;200E-03;15.084;13.712;0.417;3.26;13:24:05.000
233.93;65.94E-03;6.537;50.003;300;200E-03;15.425;13.971;0.424;3.26;13:24:06.000
233.96;60.98E-03;5.927;50.007;300;200E-03;14.267;12.977;0.415;3.23;13:24:07.000
234.03;68.65E-03;6.824;50.005;300;200E-03;16.067;14.546;0.425;3.24;13:24:08.000
233.86;64.39E-03;6.303;49.994;300;200E-03;15.059;13.676;0.419;3.20;13:24:09.000
234.04;62.50E-03;6.075;49.998;300;200E-03;14.627;13.306;0.415;3.29;13:24:10.000
234.00;67.53E-03;6.697;49.992;300;200E-03;15.802;14.312;0.424;3.22;13:24:11.000
233.89;63.62E-03;6.156;50.001;300;200E-03;14.880;13.548;0.414;3.26;13:24:12.000
234.12;62.58E-03;6.083;50.004;300;200E-03;14.652;13.330;0.415;3.34;13:24:13.000
234.07;61.55E-03;6.000;50.003;300;200E-03;14.408;13.099;0.416;3.25;13:24:14.000
234.02;63.36E-03;6.140;49.998;300;200E-03;14.827;13.496;0.414;3.24;13:24:15.000
234.03;62.62E-03;6.075;50.003;300;200E-03;14.654;13.336;0.415;3.23;13:24:16.000
233.97;62.27E-03;6.085;50.004;300;200E-03;14.570;13.239;0.418;3.19;13:24:17.000
234.04;62.78E-03;6.113;50.005;300;200E-03;14.694;13.362;0.416;3.25;13:24:18.000
234.06;61.23E-03;5.854;50.011;300;200E-03;14.331;13.081;0.408;3.25;13:24:19.000
234.02;58.93E-03;5.627;50.007;300;200E-03;13.791;12.590;0.408;3.22;13:24:20.000
234.00;62.89E-03;6.104;50.013;300;200E-03;14.716;13.390;0.415;3.27;13:24:21.000
234.00;62.66E-03;6.085;50.010;300;200E-03;14.663;13.341;0.415;3.26;13:24:22.000
233.99;64.42E-03;6.334;50.003;300;200E-03;15.073;13.678;0.420;3.17;13:24:23.000
234.06;62.36E-03;6.090;50.005;300;200E-03;14.596;13.265;0.417;3.24;13:24:24.000
234.07;66.26E-03;6.563;50.006;300;200E-03;15.509;14.051;0.423;3.21;13:24:25.000
234.03;68.67E-03;6.831;50.008;300;200E-03;16.072;14.548;0.425;3.21;13:24:26.000
233.93;68.92E-03;6.873;50.003;300;200E-03;16.121;14.583;0.426;3.21;13:24:27.000
234.08;64.77E-03;6.332;50.004;300;200E-03;15.162;13.776;0.418;3.21;13:24:28.000
233.92;64.02E-03;6.224;50.005;300;200E-03;14.975;13.620;0.416;3.18;13:24:29.000
233.98;62.85E-03;6.094;50.004;300;200E-03;14.706;13.384;0.414;3.19;13:24:30.000
233.92;62.04E-03;6.031;50.001;300;200E-03;14.511;13.198;0.416;3.19;13:24:31.000
233.92;68.63E-03;6.884;50.002;300;200E-03;16.054;14.503;0.429;3.20;13:24:32.000
233.95;59.63E-03;5.704;50.008;300;200E-03;13.951;12.731;0.409;3.26;13:24:33.000
233.96;61.57E-03;5.956;50.009;300;200E-03;14.405;13.116;0.413;3.26;13:24:34.000
233.99;62.77E-03;6.117;50.004;300;200E-03;14.689;13.354;0.416;3.27;13:24:35.000
233.96;69.28E-03;6.921;50.010;300;200E-03;16.209;14.657;0.427;3.32;13:24:36.000
234.00;62.97E-03;6.077;50.001;300;200E-03;14.734;13.423;0.412;3.27;13:24:37.000
233.91;65.48E-03;6.442;50.007;300;200E-03;15.317;13.896;0.421;3.24;13:24:38.000
233.91;67.86E-03;6.739;50.009;300;200E-03;15.873;14.372;0.425;3.27;13:24:39.000
233.89;67.26E-03;6.628;50.007;300;200E-03;15.731;14.267;0.421;3.28;13:24:40.000
233.87;61.43E-03;5.908;50.009;300;200E-03;14.368;13.097;0.411;3.27;13:24:41.000
234.02;62.89E-03;6.093;50.010;300;200E-03;14.717;13.397;0.414;3.25;13:24:42.000
234.12;63.51E-03;6.171;50.007;300;200E-03;14.868;13.527;0.415;3.25;13:24:43.000
234.07;69.23E-03;6.886;50.011;300;200E-03;16.206;14.670;0.425;3.24;13:24:44.000
233.95;67.17E-03;6.613;50.011;300;200E-03;15.715;14.256;0.421;3.22;13:24:45.000
233.98;65.62E-03;6.490;50.008;300;200E-03;15.354;13.915;0.423;3.27;13:24:46.000
234.16;64.97E-03;6.421;50.006;300;200E-03;15.214;13.792;0.422;3.29;13:24:47.000
234.18;67.32E-03;6.582;50.006;300;200E-03;15.764;14.324;0.418;3.25;13:24:48.000
234.24;66.01E-03;6.449;50.012;300;200E-03;15.462;14.053;0.417;3.25;13:24:49.000
234.25;66.02E-03;6.499;50.003;300;200E-03;15.466;14.034;0.420;3.31;13:24:50.000
234.22;71.50E-03;7.218;50.011;300;200E-03;16.747;15.112;0.431;3.25;13:24:51.000
234.25;61.84E-03;6.036;50.003;300;200E-03;14.485;13.167;0.417;3.26;13:24:52.000
234.30;68.65E-03;6.854;50.001;300;200E-03;16.085;14.552;0.426;3.25;13:24:53.000
234.21;66.40E-03;6.542;50.004;300;200E-03;15.551;14.108;0.421;3.22;13:24:54.000
233.90;59.66E-03;5.710;50.006;300;200E-03;13.955;12.734;0.409;3.20;13:24:55.000
234.07;62.82E-03;6.094;49.996;300;200E-03;14.703;13.381;0.414;3.23;13:24:56.000
234.12;63.11E-03;6.171;49.996;300;200E-03;14.775;13.424;0.418;3.24;13:24:57.000
234.07;69.37E-03;6.973;50.000;300;200E-03;16.238;14.665;0.429;3.23;13:24:58.000
234.16;68.40E-03;6.859;50.003;300;200E-03;16.017;14.474;0.428;3.22;13:24:59.000
233.95;62.34E-03;6.065;49.999;300;200E-03;14.584;13.263;0.416;3.22;13:25:00.000
233.99;65.76E-03;6.444;49.997;300;200E-03;15.387;13.972;0.419;3.22;13:25:01.000
234.08;62.38E-03;6.082;49.998;300;200E-03;14.603;13.276;0.417;3.21;13:25:02.000
234.14;68.51E-03;6.862;50.001;300;200E-03;16.041;14.499;0.428;3.21;13:25:03.000
234.02;67.42E-03;6.764;50.007;300;200E-03;15.778;14.255;0.429;3.24;13:25:04.000
234.02;66.36E-03;6.495;50.006;300;200E-03;15.529;14.106;0.418;3.24;13:25:05.000
233.97;66.60E-03;6.650;50.009;300;200E-03;15.583;14.092;0.427;3.24;13:25:06.000
234.02;61.91E-03;6.044;50.007;300;200E-03;14.487;13.166;0.417;3.25;13:25:07.000
234.05;61.43E-03;6.034;50.006;300;200E-03;14.378;13.051;0.420;3.25;13:25:08.000
233.91;65.29E-03;6.514;50.010;300;200E-03;15.272;13.813;0.427;3.26;13:25:09.000
233.83;67.68E-03;6.822;50.007;300;200E-03;15.826;14.280;0.431;3.33;13:25:10.000
233.82;65.37E-03;6.541;50.012;300;200E-03;15.285;13.814;0.428;3.28;13:25:11.000
233.90;68.66E-03;6.873;50.013;300;200E-03;16.059;14.514;0.428;3.27;13:25:12.000
233.99;68.13E-03;6.888;50.013;300;200E-03;15.941;14.376;0.432;3.29;13:25:13.000
233.95;61.83E-03;6.123;50.015;300;200E-03;14.466;13.106;0.423;3.24;13:25:14.000
233.95;62.06E-03;6.131;50.008;300;200E-03;14.519;13.161;0.422;3.29;13:25:15.000
233.91;63.40E-03;6.251;50.010;300;200E-03;14.830;13.449;0.422;3.24;13:25:16.000
233.98;61.53E-03;5.994;50.007;300;200E-03;14.396;13.089;0.416;3.27;13:25:17.000
233.87;61.62E-03;6.061;50.012;300;200E-03;14.411;13.075;0.421;3.24;13:25:18.000
234.02;66.48E-03;6.654;50.017;300;200E-03;15.557;14.062;0.428;3.26;13:25:19.000
233.89;68.18E-03;6.860;50.009;300;200E-03;15.948;14.397;0.430;3.27;13:25:20.000
233.85;64.34E-03;6.391;50.008;300;200E-03;15.045;13.620;0.425;3.22;13:25:21.000
233.94;59.77E-03;5.755;50.011;300;200E-03;13.981;12.742;0.412;3.20;13:25:22.000
233.91;64.81E-03;6.421;50.013;300;200E-03;15.159;13.732;0.424;3.22;13:25:23.000
233.85;61.71E-03;6.037;50.015;300;200E-03;14.430;13.106;0.418;3.21;13:25:24.000
233.94;69.31E-03;6.948;50.016;300;200E-03;16.215;14.650;0.429;3.23;13:25:25.000
233.92;68.39E-03;6.888;50.014;300;200E-03;15.998;14.439;0.431;3.21;13:25:26.000
233.87;65.94E-03;6.558;50.009;300;200E-03;15.421;13.957;0.425;3.19;13:25:27.000
233.94;67.94E-03;6.844;50.011;300;200E-03;15.894;14.345;0.431;3.20;13:25:28.000
233.86;67.81E-03;6.905;50.006;300;200E-03;15.858;14.276;0.435;3.23;13:25:29.000
233.90;62.40E-03;6.177;50.008;300;200E-03;14.595;13.223;0.423;3.21;13:25:30.000
233.92;61.52E-03;6.072;50.004;300;200E-03;14.391;13.047;0.422;3.23;13:25:31.000
234.00;64.24E-03;6.412;50.007;300;200E-03;15.032;13.596;0.427;3.22;13:25:32.000
233.94;63.88E-03;6.300;50.011;300;200E-03;14.943;13.550;0.422;3.18;13:25:33.000
233.95;64.42E-03;6.476;50.003;300;200E-03;15.071;13.609;0.430;3.24;13:25:34.000
233.94;65.17E-03;6.541;49.999;300;200E-03;15.247;13.773;0.429;3.29;13:25:35.000
233.82;65.01E-03;6.470;49.999;300;200E-03;15.201;13.756;0.426;3.27;13:25:36.000
233.98;69.22E-03;6.996;49.997;300;200E-03;16.197;14.609;0.432;3.23;13:25:37.000
233.94;64.93E-03;6.474;49.999;300;200E-03;15.190;13.742;0.426;3.24;13:25:38.000
233.84;61.18E-03;5.997;49.999;300;200E-03;14.306;12.988;0.419;3.19;13:25:39.000
234.00;66.04E-03;6.619;49.994;300;200E-03;15.454;13.964;0.428;3.24;13:25:40.000
233.94;62.03E-03;6.134;49.997;300;200E-03;14.511;13.150;0.423;3.26;13:25:41.000
233.91;62.58E-03;6.135;49.993;300;200E-03;14.638;13.291;0.419;3.25;13:25:42.000
233.87;67.23E-03;6.721;50.000;300;200E-03;15.722;14.213;0.427;3.26;13:25:43.000
233.89;62.46E-03;6.183;50.000;300;200E-03;14.609;13.236;0.423;3.27;13:25:44.000
233.82;60.99E-03;5.963;50.002;300;200E-03;14.260;12.953;0.418;3.26;13:25:45.000
233.87;61.94E-03;6.075;49.997;300;200E-03;14.486;13.151;0.419;3.25;13:25:46.000
234.04;61.65E-03;6.054;50.001;300;200E-03;14.430;13.099;0.420;3.29;13:25:47.000
234.04;68.94E-03;6.900;50.001;300;200E-03;16.135;14.585;0.428;3.26;13:25:48.000
233.95;62.20E-03;6.076;50.004;300;200E-03;14.552;13.223;0.418;3.22;13:25:49.000
233.87;62.24E-03;6.073;49.999;300;200E-03;14.555;13.228;0.417;3.22;13:25:50.000
233.81;66.57E-03;6.664;49.998;300;200E-03;15.564;14.065;0.428;3.27;13:25:51.000
233.83;67.88E-03;6.812;50.005;300;200E-03;15.872;14.336;0.429;3.22;13:25:52.000
233.87;61.87E-03;6.050;49.994;300;200E-03;14.469;13.143;0.418;3.29;13:25:53.000
233.84;68.69E-03;6.875;49.999;300;200E-03;16.063;14.517;0.428;3.27;13:25:54.000
233.94;68.93E-03;6.916;50.000;300;200E-03;16.126;14.568;0.429;3.26;13:25:55.000
234.08;62.92E-03;6.202;50.003;300;200E-03;14.728;13.359;0.421;3.32;13:25:56.000
nan;nan;nan;nan;300;1;nan;nan;nan;nan;13:25:57.000
nan;nan;nan;nan;300;200E-03;nan;nan;nan;nan;13:25:58.000
233.97;66.07E-03;6.542;50.007;300;200E-03;15.459;14.006;0.423;3.26;13:25:59.000
233.99;62.26E-03;6.123;50.003;300;200E-03;14.569;13.220;0.420;3.19;13:26:00.000
233.97;68.33E-03;6.876;49.999;300;200E-03;15.987;14.433;0.430;3.23;13:26:01.000
233.96;58.49E-03;6.008;50.005;300;200E-03;13.684;12.295;0.439;3.24;13:26:02.000
233.92;62.89E-03;6.413;49.999;300;200E-03;14.711;13.240;0.436;3.25;13:26:03.000
234.03;61.05E-03;6.128;49.996;300;200E-03;14.288;12.907;0.429;3.27;13:26:04.000
234.06;67.39E-03;6.980;49.998;300;200E-03;15.774;14.145;0.443;3.26;13:26:05.000
234.08;60.86E-03;6.055;49.998;300;200E-03;14.246;12.895;0.425;3.27;13:26:06.000
234.05;62.43E-03;6.312;49.998;300;200E-03;14.612;13.178;0.432;3.25;13:26:07.000
233.92;60.66E-03;6.089;49.996;300;200E-03;14.190;12.817;0.429;3.27;13:26:08.000
233.93;66.56E-03;6.897;49.995;300;200E-03;15.570;13.960;0.443;3.25;13:26:09.000
233.90;60.37E-03;6.041;49.989;300;200E-03;14.120;12.763;0.428;3.27;13:26:10.000
233.99;61.75E-03;6.186;49.998;300;200E-03;14.449;13.058;0.428;3.28;13:26:11.000
234.01;67.07E-03;6.946;49.996;300;200E-03;15.695;14.074;0.443;3.28;13:26:12.000
233.90;62.84E-03;6.350;50.000;300;200E-03;14.698;13.255;0.432;3.28;13:26:13.000
233.93;60.89E-03;6.100;49.994;300;200E-03;14.245;12.873;0.428;3.30;13:26:14.000
233.98;61.89E-03;6.256;49.990;300;200E-03;14.482;13.060;0.432;3.25;13:26:15.000
233.92;61.34E-03;6.158;49.990;300;200E-03;14.350;12.961;0.429;3.27;13:26:16.000
233.80;61.17E-03;6.093;49.997;300;200E-03;14.301;12.938;0.426;3.25;13:26:17.000
233.81;65.39E-03;6.710;49.995;300;200E-03;15.289;13.737;0.439;3.29;13:26:18.000
233.90;70.57E-03;7.471;49.993;300;200E-03;16.507;14.720;0.453;3.28;13:26:19.000
233.96;62.98E-03;6.403;49.998;300;200E-03;14.735;13.272;0.435;3.28;13:26:20.000
233.94;63.03E-03;6.385;49.990;300;200E-03;14.744;13.290;0.433;3.29;13:26:21.000
233.90;63.34E-03;6.378;49.996;300;200E-03;14.816;13.373;0.430;3.30;13:26:22.000
233.82;64.09E-03;6.511;49.998;300;200E-03;14.985;13.497;0.434;3.31;13:26:23.000
233.94;64.45E-03;6.558;49.998;300;200E-03;15.077;13.577;0.435;3.23;13:26:24.000
233.93;65.95E-03;6.803;49.997;300;200E-03;15.426;13.845;0.441;3.29;13:26:25.000
233.87;61.25E-03;6.107;49.993;300;200E-03;14.324;12.957;0.426;3.28;13:26:26.000
233.92;64.84E-03;6.587;49.998;300;200E-03;15.166;13.661;0.434;3.27;13:26:27.000
233.98;59.38E-03;5.914;49.998;300;200E-03;13.892;12.571;0.426;3.28;13:26:28.000
233.92;63.89E-03;6.489;49.997;300;200E-03;14.946;13.464;0.434;3.26;13:26:29.000
233.95;63.18E-03;6.382;49.997;300;200E-03;14.781;13.333;0.432;3.25;13:26:30.000
233.85;66.63E-03;6.877;49.993;300;200E-03;15.583;13.983;0.441;3.27;13:26:31.000
234.08;66.55E-03;6.898;49.997;300;200E-03;15.579;13.968;0.443;3.27;13:26:32.000
233.98;63.64E-03;6.496;50.002;300;200E-03;14.891;13.399;0.436;3.28;13:26:33.000
233.87;60.45E-03;6.003;49.997;300;200E-03;14.137;12.799;0.425;3.28;13:26:34.000
234.07;63.70E-03;6.501;50.003;300;200E-03;14.910;13.418;0.436;3.28;13:26:35.000
233.81;63.90E-03;6.487;50.002;300;200E-03;14.940;13.458;0.434;3.26;13:26:36.000
233.74;66.99E-03;6.934;49.996;300;200E-03;15.657;14.038;0.443;3.28;13:26:37.000
233.79;67.19E-03;6.870;49.998;300;200E-03;15.709;14.127;0.437;3.27;13:26:38.000
233.76;65.57E-03;6.728;50.003;300;200E-03;15.327;13.771;0.439;3.26;13:26:39.000
233.86;69.11E-03;7.160;50.001;300;200E-03;16.162;14.490;0.443;3.27;13:26:40.000
233.91;63.21E-03;6.383;50.004;300;200E-03;14.786;13.337;0.432;3.27;13:26:41.000
233.80;64.11E-03;6.513;50.000;300;200E-03;14.988;13.499;0.435;3.29;13:26:42.000
233.73;64.21E-03;6.475;50.007;300;200E-03;15.007;13.539;0.431;3.29;13:26:43.000
233.76;67.20E-03;6.882;50.001;300;200E-03;15.708;14.120;0.438;3.27;13:26:44.000
233.77;60.85E-03;6.059;50.005;300;200E-03;14.226;12.871;0.426;3.27;13:26:45.000
233.80;60.54E-03;6.015;50.005;300;200E-03;14.155;12.813;0.425;3.21;13:26:46.000
233.72;61.12E-03;6.069;50.007;300;200E-03;14.285;12.931;0.425;3.22;13:26:47.000
233.77;64.04E-03;6.524;50.004;300;200E-03;14.970;13.473;0.436;3.20;13:26:48.000
233.87;60.82E-03;6.073;50.005;300;200E-03;14.224;12.863;0.427;3.21;13:26:49.000
233.82;63.67E-03;6.479;50.002;300;200E-03;14.887;13.403;0.435;3.20;13:26:50.000
233.94;66.60E-03;6.907;50.004;300;200E-03;15.579;13.964;0.443;3.27;13:26:51.000
233.90;61.40E-03;6.089;50.003;300;200E-03;14.362;13.007;0.424;3.23;13:26:52.000
233.77;63.78E-03;6.445;50.003;300;200E-03;14.910;13.445;0.432;3.27;13:26:53.000
233.94;63.66E-03;6.463;50.000;300;200E-03;14.894;13.418;0.434;3.25;13:26:54.000
233.88;61.06E-03;6.084;50.000;300;200E-03;14.280;12.919;0.426;3.25;13:26:55.000
233.89;60.17E-03;5.981;50.002;300;200E-03;14.073;12.739;0.425;3.26;13:26:56.000
233.88;64.41E-03;6.561;49.999;300;200E-03;15.064;13.560;0.436;3.25;13:26:57.000
233.93;66.70E-03;6.876;50.004;300;200E-03;15.603;14.006;0.441;3.24;13:26:58.000
233.93;63.39E-03;6.374;49.998;300;200E-03;14.829;13.389;0.430;3.27;13:26:59.000
233.90;60.68E-03;6.083;50.007;300;200E-03;14.193;12.823;0.429;3.26;13:27:00.000
233.91;62.16E-03;6.253;50.005;300;200E-03;14.540;13.126;0.430;3.26;13:27:01.000
234.07;63.14E-03;6.394;50.005;300;200E-03;14.779;13.324;0.433;3.21;13:27:02.000
233.97;65.23E-03;6.721;50.007;300;200E-03;15.262;13.703;0.440;3.22;13:27:03.000
234.00;60.02E-03;6.000;50.009;300;200E-03;14.045;12.699;0.427;3.22;13:27:04.000
233.95;64.68E-03;6.601;50.008;300;200E-03;15.133;13.617;0.436;3.23;13:27:05.000
233.72;62.73E-03;6.278;50.007;300;200E-03;14.662;13.250;0.428;3.24;13:27:06.000
233.73;66.10E-03;6.724;50.007;300;200E-03;15.450;13.910;0.435;3.23;13:27:07.000
233.84;60.31E-03;5.952;50.007;300;200E-03;14.103;12.786;0.422;3.21;13:27:08.000
233.65;66.11E-03;6.869;50.000;300;200E-03;15.446;13.835;0.445;3.23;13:27:09.000
233.72;60.71E-03;6.050;50.005;300;200E-03;14.189;12.835;0.426;3.23;13:27:10.000
233.74;60.39E-03;6.044;50.002;300;200E-03;14.117;12.758;0.428;3.23;13:27:11.000
